id,region,category,parameter,mode,powertrain,year,unit,value
380,Netherlands,Historical,EV charging points,EV,Publicly available slow,2021,charging points,81000
381,Netherlands,Historical,EV charging points,EV,Publicly available fast,2022,charging points,4300
382,Netherlands,Historical,EV charging points,EV,Publicly available slow,2022,charging points,120000
383,New Zealand,Historical,EV charging points,EV,Publicly available fast,2017,charging points,100
384,New Zealand,Historical,EV charging points,EV,Publicly available fast,2018,charging points,200
385,New Zealand,Historical,EV charging points,EV,Publicly available slow,2018,charging points,89
386,New Zealand,Historical,EV charging points,EV,Publicly available fast,2019,charging points,260
387,New Zealand,Historical,EV charging points,EV,Publicly available slow,2019,charging points,130
388,New Zealand,Historical,EV charging points,EV,Publicly available fast,2020,charging points,310
389,New Zealand,Historical,EV charging points,EV,Publicly available slow,2020,charging points,150
390,New Zealand,Historical,EV charging points,EV,Publicly available fast,2021,charging points,430
391,New Zealand,Historical,EV charging points,EV,Publicly available slow,2021,charging points,170
392,New Zealand,Historical,EV charging points,EV,Publicly available fast,2022,charging points,480
393,New Zealand,Historical,EV charging points,EV,Publicly available slow,2022,charging points,200
394,Norway,Historical,EV charging points,EV,Publicly available slow,2010,charging points,2800
395,Norway,Historical,EV charging points,EV,Publicly available fast,2011,charging points,18
396,Norway,Historical,EV charging points,EV,Publicly available slow,2011,charging points,3100
397,Norway,Historical,EV charging points,EV,Publicly available fast,2012,charging points,58
398,Norway,Historical,EV charging points,EV,Publicly available slow,2012,charging points,3700
399,Norway,Historical,EV charging points,EV,Publicly available fast,2013,charging points,96
400,Norway,Historical,EV charging points,EV,Publicly available slow,2013,charging points,4500
401,Norway,Historical,EV charging points,EV,Publicly available fast,2014,charging points,110
402,Norway,Historical,EV charging points,EV,Publicly available slow,2014,charging points,5200
403,Norway,Historical,EV charging points,EV,Publicly available fast,2015,charging points,330
404,Norway,Historical,EV charging points,EV,Publicly available slow,2015,charging points,5200
405,Norway,Historical,EV charging points,EV,Publicly available fast,2016,charging points,500
406,Norway,Historical,EV charging points,EV,Publicly available slow,2016,charging points,7000
407,Norway,Historical,EV charging points,EV,Publicly available fast,2017,charging points,920
408,Norway,Historical,EV charging points,EV,Publicly available slow,2017,charging points,8300
409,Norway,Historical,EV charging points,EV,Publicly available fast,2018,charging points,1200
410,Norway,Historical,EV charging points,EV,Publicly available slow,2018,charging points,9300
411,Norway,Historical,EV charging points,EV,Publicly available fast,2019,charging points,4000
412,Norway,Historical,EV charging points,EV,Publicly available slow,2019,charging points,10000
413,Norway,Historical,EV charging points,EV,Publicly available fast,2020,charging points,5300
414,Norway,Historical,EV charging points,EV,Publicly available slow,2020,charging points,12000
415,Norway,Historical,EV charging points,EV,Publicly available fast,2021,charging points,6700
416,Norway,Historical,EV charging points,EV,Publicly available slow,2021,charging points,13000
417,Norway,Historical,EV charging points,EV,Publicly available fast,2022,charging points,9100
418,Norway,Historical,EV charging points,EV,Publicly available slow,2022,charging points,15000
419,Poland,Historical,EV charging points,EV,Publicly available fast,2014,charging points,4
420,Poland,Historical,EV charging points,EV,Publicly available slow,2014,charging points,120
421,Poland,Historical,EV charging points,EV,Publicly available fast,2015,charging points,8
422,Poland,Historical,EV charging points,EV,Publicly available slow,2015,charging points,290
423,Poland,Historical,EV charging points,EV,Publicly available fast,2016,charging points,32
424,Poland,Historical,EV charging points,EV,Publicly available slow,2016,charging points,290
425,Poland,Historical,EV charging points,EV,Publicly available fast,2017,charging points,110
426,Poland,Historical,EV charging points,EV,Publicly available slow,2017,charging points,410
427,Poland,Historical,EV charging points,EV,Publicly available fast,2018,charging points,280
428,Poland,Historical,EV charging points,EV,Publicly available slow,2018,charging points,490
429,Poland,Historical,EV charging points,EV,Publicly available fast,2019,charging points,310
430,Poland,Historical,EV charging points,EV,Publicly available slow,2019,charging points,530
431,Poland,Historical,EV charging points,EV,Publicly available fast,2020,charging points,680
432,Poland,Historical,EV charging points,EV,Publicly available slow,2020,charging points,1000
433,Poland,Historical,EV charging points,EV,Publicly available fast,2021,charging points,1400
434,Poland,Historical,EV charging points,EV,Publicly available slow,2021,charging points,2300
435,Poland,Historical,EV charging points,EV,Publicly available fast,2022,charging points,1100
436,Poland,Historical,EV charging points,EV,Publicly available slow,2022,charging points,4000
437,Portugal,Historical,EV charging points,EV,Publicly available fast,2011,charging points,6
438,Portugal,Historical,EV charging points,EV,Publicly available slow,2011,charging points,1100
439,Portugal,Historical,EV charging points,EV,Publicly available fast,2012,charging points,7
440,Portugal,Historical,EV charging points,EV,Publicly available slow,2012,charging points,1100
441,Portugal,Historical,EV charging points,EV,Publicly available fast,2013,charging points,17
442,Portugal,Historical,EV charging points,EV,Publicly available slow,2013,charging points,1200
443,Portugal,Historical,EV charging points,EV,Publicly available fast,2014,charging points,17
444,Portugal,Historical,EV charging points,EV,Publicly available slow,2014,charging points,1200
445,Portugal,Historical,EV charging points,EV,Publicly available fast,2015,charging points,22
446,Portugal,Historical,EV charging points,EV,Publicly available slow,2015,charging points,1200
447,Portugal,Historical,EV charging points,EV,Publicly available fast,2016,charging points,41
448,Portugal,Historical,EV charging points,EV,Publicly available slow,2016,charging points,1300
449,Portugal,Historical,EV charging points,EV,Publicly available fast,2017,charging points,150
450,Portugal,Historical,EV charging points,EV,Publicly available slow,2017,charging points,1500
451,Portugal,Historical,EV charging points,EV,Publicly available fast,2018,charging points,180
452,Portugal,Historical,EV charging points,EV,Publicly available slow,2018,charging points,1600
453,Portugal,Historical,EV charging points,EV,Publicly available fast,2019,charging points,360
454,Portugal,Historical,EV charging points,EV,Publicly available slow,2019,charging points,1600
455,Portugal,Historical,EV charging points,EV,Publicly available fast,2020,charging points,650
456,Portugal,Historical,EV charging points,EV,Publicly available slow,2020,charging points,2200
457,Portugal,Historical,EV charging points,EV,Publicly available fast,2021,charging points,1400
458,Portugal,Historical,EV charging points,EV,Publicly available slow,2021,charging points,2800
459,Portugal,Historical,EV charging points,EV,Publicly available fast,2022,charging points,1600
460,Portugal,Historical,EV charging points,EV,Publicly available slow,2022,charging points,4000
461,South Africa,Historical,EV charging points,EV,Publicly available fast,2017,charging points,37
462,South Africa,Historical,EV charging points,EV,Publicly available slow,2017,charging points,87
463,South Africa,Historical,EV charging points,EV,Publicly available fast,2018,charging points,81
464,South Africa,Historical,EV charging points,EV,Publicly available slow,2018,charging points,160
465,South Africa,Historical,EV charging points,EV,Publicly available fast,2019,charging points,130
466,South Africa,Historical,EV charging points,EV,Publicly available slow,2019,charging points,110
467,South Africa,Historical,EV charging points,EV,Publicly available fast,2020,charging points,160
468,South Africa,Historical,EV charging points,EV,Publicly available slow,2020,charging points,140
469,South Africa,Historical,EV charging points,EV,Publicly available fast,2021,charging points,160
470,South Africa,Historical,EV charging points,EV,Publicly available slow,2021,charging points,140
471,South Africa,Historical,EV charging points,EV,Publicly available fast,2022,charging points,160
472,South Africa,Historical,EV charging points,EV,Publicly available slow,2022,charging points,140
473,Spain,Historical,EV charging points,EV,Publicly available slow,2012,charging points,400
474,Spain,Historical,EV charging points,EV,Publicly available fast,2013,charging points,91
475,Spain,Historical,EV charging points,EV,Publicly available slow,2013,charging points,800
476,Spain,Historical,EV charging points,EV,Publicly available fast,2014,charging points,110
477,Spain,Historical,EV charging points,EV,Publicly available slow,2014,charging points,800
478,Spain,Historical,EV charging points,EV,Publicly available fast,2015,charging points,240
479,Spain,Historical,EV charging points,EV,Publicly available slow,2015,charging points,1400
480,Spain,Historical,EV charging points,EV,Publicly available fast,2016,charging points,230
481,Spain,Historical,EV charging points,EV,Publicly available slow,2016,charging points,3300
482,Spain,Historical,EV charging points,EV,Publicly available fast,2017,charging points,600
483,Spain,Historical,EV charging points,EV,Publicly available slow,2017,charging points,4300
484,Spain,Historical,EV charging points,EV,Publicly available fast,2018,charging points,620
485,Spain,Historical,EV charging points,EV,Publicly available slow,2018,charging points,4400
486,Spain,Historical,EV charging points,EV,Publicly available fast,2019,charging points,1000
487,Spain,Historical,EV charging points,EV,Publicly available slow,2019,charging points,4500
488,Spain,Historical,EV charging points,EV,Publicly available fast,2020,charging points,2100
489,Spain,Historical,EV charging points,EV,Publicly available slow,2020,charging points,6000
490,Spain,Historical,EV charging points,EV,Publicly available fast,2021,charging points,2600
491,Spain,Historical,EV charging points,EV,Publicly available slow,2021,charging points,5600
492,Spain,Historical,EV charging points,EV,Publicly available fast,2022,charging points,2200
493,Spain,Historical,EV charging points,EV,Publicly available slow,2022,charging points,10000
494,Sweden,Historical,EV charging points,EV,Publicly available slow,2013,charging points,5
495,Sweden,Historical,EV charging points,EV,Publicly available slow,2014,charging points,1000
496,Sweden,Historical,EV charging points,EV,Publicly available slow,2015,charging points,1100
497,Sweden,Historical,EV charging points,EV,Publicly available slow,2016,charging points,1700
498,Sweden,Historical,EV charging points,EV,Publicly available fast,2017,charging points,790
499,Sweden,Historical,EV charging points,EV,Publicly available slow,2017,charging points,3400
500,Sweden,Historical,EV charging points,EV,Publicly available fast,2018,charging points,1000
501,Sweden,Historical,EV charging points,EV,Publicly available slow,2018,charging points,5500
502,Sweden,Historical,EV charging points,EV,Publicly available fast,2019,charging points,1200
503,Sweden,Historical,EV charging points,EV,Publicly available slow,2019,charging points,7800
504,Sweden,Historical,EV charging points,EV,Publicly available fast,2020,charging points,1400
505,Sweden,Historical,EV charging points,EV,Publicly available slow,2020,charging points,9800
506,Sweden,Historical,EV charging points,EV,Publicly available fast,2021,charging points,1700
507,Sweden,Historical,EV charging points,EV,Publicly available slow,2021,charging points,12000
508,Sweden,Historical,EV charging points,EV,Publicly available fast,2022,charging points,2600
509,Sweden,Historical,EV charging points,EV,Publicly available slow,2022,charging points,15000
510,Switzerland,Historical,EV charging points,EV,Publicly available fast,2012,charging points,4
511,Switzerland,Historical,EV charging points,EV,Publicly available slow,2012,charging points,400
512,Switzerland,Historical,EV charging points,EV,Publicly available fast,2013,charging points,27
513,Switzerland,Historical,EV charging points,EV,Publicly available slow,2013,charging points,600
514,Switzerland,Historical,EV charging points,EV,Publicly available fast,2014,charging points,99
515,Switzerland,Historical,EV charging points,EV,Publicly available slow,2014,charging points,1300
516,Switzerland,Historical,EV charging points,EV,Publicly available fast,2015,charging points,210
517,Switzerland,Historical,EV charging points,EV,Publicly available slow,2015,charging points,3400
518,Switzerland,Historical,EV charging points,EV,Publicly available fast,2016,charging points,280
519,Switzerland,Historical,EV charging points,EV,Publicly available slow,2016,charging points,3500
520,Switzerland,Historical,EV charging points,EV,Publicly available fast,2017,charging points,500
521,Switzerland,Historical,EV charging points,EV,Publicly available slow,2017,charging points,3500
522,Switzerland,Historical,EV charging points,EV,Publicly available fast,2018,charging points,650
523,Switzerland,Historical,EV charging points,EV,Publicly available slow,2018,charging points,4400
524,Switzerland,Historical,EV charging points,EV,Publicly available fast,2019,charging points,790
525,Switzerland,Historical,EV charging points,EV,Publicly available slow,2019,charging points,5400
526,Switzerland,Historical,EV charging points,EV,Publicly available fast,2020,charging points,1200
527,Switzerland,Historical,EV charging points,EV,Publicly available slow,2020,charging points,6700
528,Switzerland,Historical,EV charging points,EV,Publicly available fast,2021,charging points,2300
529,Switzerland,Historical,EV charging points,EV,Publicly available slow,2021,charging points,8200
530,Switzerland,Historical,EV charging points,EV,Publicly available fast,2022,charging points,2300
531,Switzerland,Historical,EV charging points,EV,Publicly available slow,2022,charging points,10000
532,Thailand,Historical,EV charging points,EV,Publicly available fast,2017,charging points,8
533,Thailand,Historical,EV charging points,EV,Publicly available slow,2017,charging points,88
534,Thailand,Historical,EV charging points,EV,Publicly available fast,2018,charging points,8
535,Thailand,Historical,EV charging points,EV,Publicly available slow,2018,charging points,88
536,Thailand,Historical,EV charging points,EV,Publicly available fast,2019,charging points,69
537,Thailand,Historical,EV charging points,EV,Publicly available slow,2019,charging points,750
538,Thailand,Historical,EV charging points,EV,Publicly available fast,2020,charging points,710
539,Thailand,Historical,EV charging points,EV,Publicly available slow,2020,charging points,1200
540,Thailand,Historical,EV charging points,EV,Publicly available fast,2021,charging points,770
541,Thailand,Historical,EV charging points,EV,Publicly available slow,2021,charging points,1500
542,Thailand,Historical,EV charging points,EV,Publicly available fast,2022,charging points,1300
543,Thailand,Historical,EV charging points,EV,Publicly available slow,2022,charging points,2400
544,Turkiye,Historical,EV charging points,EV,Publicly available fast,2013,charging points,1
545,Turkiye,Historical,EV charging points,EV,Publicly available fast,2014,charging points,1
546,Turkiye,Historical,EV charging points,EV,Publicly available fast,2015,charging points,7
547,Turkiye,Historical,EV charging points,EV,Publicly available fast,2016,charging points,7
548,Turkiye,Historical,EV charging points,EV,Publicly available slow,2016,charging points,11
549,Turkiye,Historical,EV charging points,EV,Publicly available fast,2017,charging points,7
550,Turkiye,Historical,EV charging points,EV,Publicly available slow,2017,charging points,69
551,Turkiye,Historical,EV charging points,EV,Publicly available fast,2018,charging points,7
552,Turkiye,Historical,EV charging points,EV,Publicly available slow,2018,charging points,69
553,Turkiye,Historical,EV charging points,EV,Publicly available fast,2019,charging points,30
554,Turkiye,Historical,EV charging points,EV,Publicly available slow,2019,charging points,150
555,Turkiye,Historical,EV charging points,EV,Publicly available fast,2020,charging points,120
556,Turkiye,Historical,EV charging points,EV,Publicly available slow,2020,charging points,1200
557,Turkiye,Historical,EV charging points,EV,Publicly available fast,2021,charging points,180
558,Turkiye,Historical,EV charging points,EV,Publicly available slow,2021,charging points,1800
559,Turkiye,Historical,EV charging points,EV,Publicly available fast,2022,charging points,180
560,Turkiye,Historical,EV charging points,EV,Publicly available slow,2022,charging points,1800
561,United Kingdom,Historical,EV charging points,EV,Publicly available slow,2011,charging points,1500
562,United Kingdom,Historical,EV charging points,EV,Publicly available fast,2012,charging points,36
563,United Kingdom,Historical,EV charging points,EV,Publicly available slow,2012,charging points,2800
564,United Kingdom,Historical,EV charging points,EV,Publicly available fast,2013,charging points,260
565,United Kingdom,Historical,EV charging points,EV,Publicly available slow,2013,charging points,5400
566,United Kingdom,Historical,EV charging points,EV,Publicly available fast,2014,charging points,520
567,United Kingdom,Historical,EV charging points,EV,Publicly available slow,2014,charging points,7200
568,United Kingdom,Historical,EV charging points,EV,Publicly available fast,2015,charging points,1100
569,United Kingdom,Historical,EV charging points,EV,Publicly available slow,2015,charging points,8200
570,United Kingdom,Historical,EV charging points,EV,Publicly available fast,2016,charging points,1800
571,United Kingdom,Historical,EV charging points,EV,Publicly available slow,2016,charging points,11000
572,United Kingdom,Historical,EV charging points,EV,Publicly available fast,2017,charging points,2200
573,United Kingdom,Historical,EV charging points,EV,Publicly available slow,2017,charging points,13000
574,United Kingdom,Historical,EV charging points,EV,Publicly available fast,2018,charging points,2700
575,United Kingdom,Historical,EV charging points,EV,Publicly available slow,2018,charging points,15000
576,United Kingdom,Historical,EV charging points,EV,Publicly available fast,2019,charging points,4700
577,United Kingdom,Historical,EV charging points,EV,Publicly available slow,2019,charging points,22000
578,United Kingdom,Historical,EV charging points,EV,Publicly available fast,2020,charging points,6200
579,United Kingdom,Historical,EV charging points,EV,Publicly available slow,2020,charging points,22000
580,United Kingdom,Historical,EV charging points,EV,Publicly available fast,2021,charging points,7700
581,United Kingdom,Historical,EV charging points,EV,Publicly available slow,2021,charging points,29000
582,United Kingdom,Historical,EV charging points,EV,Publicly available fast,2022,charging points,8600
583,United Kingdom,Historical,EV charging points,EV,Publicly available slow,2022,charging points,42000
584,USA,Historical,EV charging points,EV,Publicly available slow,2010,charging points,480
585,USA,Historical,EV charging points,EV,Publicly available slow,2011,charging points,3900
586,USA,Historical,EV charging points,EV,Publicly available slow,2012,charging points,12000
587,USA,Historical,EV charging points,EV,Publicly available slow,2013,charging points,15000
588,USA,Historical,EV charging points,EV,Publicly available slow,2014,charging points,20000
589,USA,Historical,EV charging points,EV,Publicly available fast,2015,charging points,3500
590,USA,Historical,EV charging points,EV,Publicly available slow,2015,charging points,28000
591,USA,Historical,EV charging points,EV,Publicly available fast,2016,charging points,3100
592,USA,Historical,EV charging points,EV,Publicly available slow,2016,charging points,35000
593,USA,Historical,EV charging points,EV,Publicly available fast,2017,charging points,3400
594,USA,Historical,EV charging points,EV,Publicly available slow,2017,charging points,40000
595,USA,Historical,EV charging points,EV,Publicly available fast,2018,charging points,4200
596,USA,Historical,EV charging points,EV,Publicly available slow,2018,charging points,50000
597,USA,Historical,EV charging points,EV,Publicly available fast,2019,charging points,13000
598,USA,Historical,EV charging points,EV,Publicly available slow,2019,charging points,64000
599,USA,Historical,EV charging points,EV,Publicly available fast,2020,charging points,17000
600,USA,Historical,EV charging points,EV,Publicly available slow,2020,charging points,82000
601,USA,Historical,EV charging points,EV,Publicly available fast,2021,charging points,22000
602,USA,Historical,EV charging points,EV,Publicly available slow,2021,charging points,92000
603,USA,Historical,EV charging points,EV,Publicly available fast,2022,charging points,28000
604,USA,Historical,EV charging points,EV,Publicly available slow,2022,charging points,100000
