country_id,region,category,parameter,mode,powertrain,year,unit,value
793,Turkiye,Historical,EV sales,Cars,BEV,2015,Vehicles,120
794,Turkiye,Historical,EV stock,Cars,BEV,2015,Vehicles,370
795,Turkiye,Historical,EV stock,Cars,BEV,2016,Vehicles,420
796,Turkiye,Historical,EV sales,Cars,BEV,2016,Vehicles,44
797,Turkiye,Historical,EV sales,Cars,BEV,2017,Vehicles,77
798,Turkiye,Historical,EV stock,Cars,BEV,2017,Vehicles,500
799,Turkiye,Historical,EV stock,Cars,BEV,2018,Vehicles,650
800,Turkiye,Historical,EV sales,Cars,BEV,2018,Vehicles,190
801,Turkiye,Historical,EV sales,Cars,BEV,2019,Vehicles,230
802,Turkiye,Historical,EV stock,Cars,BEV,2019,Vehicles,1300
803,Turkiye,Historical,EV stock,Cars,BEV,2020,Vehicles,2900
804,Turkiye,Historical,EV sales,Cars,BEV,2020,Vehicles,890
805,Turkiye,Historical,EV sales,Cars,BEV,2021,Vehicles,3000
806,Turkiye,Historical,EV stock,Cars,BEV,2021,Vehicles,6800
807,Turkiye,Historical,EV stock,Cars,BEV,2022,Vehicles,14000
808,Turkiye,Historical,EV sales,Cars,BEV,2022,Vehicles,7000
809,United Kingdom,Historical,EV sales,Cars,BEV,2010,Vehicles,240
810,United Kingdom,Historical,EV stock,Cars,BEV,2010,Vehicles,1500
811,United Kingdom,Historical,EV stock,Cars,BEV,2011,Vehicles,2600
812,United Kingdom,Historical,EV sales,Cars,BEV,2011,Vehicles,1200
813,United Kingdom,Historical,EV sales,Cars,BEV,2012,Vehicles,1600
814,United Kingdom,Historical,EV stock,Cars,BEV,2012,Vehicles,4100
815,United Kingdom,Historical,EV stock,Cars,BEV,2013,Vehicles,6200
816,United Kingdom,Historical,EV sales,Cars,BEV,2013,Vehicles,2600
817,United Kingdom,Historical,EV sales,Cars,BEV,2014,Vehicles,6700
818,United Kingdom,Historical,EV stock,Cars,BEV,2014,Vehicles,12000
819,United Kingdom,Historical,EV stock,Cars,BEV,2015,Vehicles,21000
820,United Kingdom,Historical,EV sales,Cars,BEV,2015,Vehicles,10000
821,United Kingdom,Historical,EV sales,Cars,BEV,2016,Vehicles,10000
822,United Kingdom,Historical,EV stock,Cars,BEV,2016,Vehicles,30000
823,United Kingdom,Historical,EV stock,Cars,BEV,2017,Vehicles,42000
824,United Kingdom,Historical,EV sales,Cars,BEV,2017,Vehicles,14000
825,United Kingdom,Historical,EV sales,Cars,BEV,2018,Vehicles,16000
826,United Kingdom,Historical,EV stock,Cars,BEV,2018,Vehicles,56000
827,United Kingdom,Historical,EV stock,Cars,BEV,2019,Vehicles,91000
828,United Kingdom,Historical,EV sales,Cars,BEV,2019,Vehicles,38000
829,United Kingdom,Historical,EV sales,Cars,BEV,2020,Vehicles,110000
830,United Kingdom,Historical,EV stock,Cars,BEV,2020,Vehicles,190000
831,United Kingdom,Historical,EV stock,Cars,BEV,2021,Vehicles,380000
832,United Kingdom,Historical,EV sales,Cars,BEV,2021,Vehicles,190000
833,United Kingdom,Historical,EV sales,Cars,BEV,2022,Vehicles,270000
834,United Kingdom,Historical,EV stock,Cars,BEV,2022,Vehicles,550000
835,USA,Historical,EV stock,Cars,BEV,2010,Vehicles,3800
836,USA,Historical,EV sales,Cars,BEV,2010,Vehicles,1200
837,USA,Historical,EV sales,Cars,BEV,2011,Vehicles,9800
838,USA,Historical,EV stock,Cars,BEV,2011,Vehicles,14000
839,USA,Historical,EV stock,Cars,BEV,2012,Vehicles,28000
840,USA,Historical,EV sales,Cars,BEV,2012,Vehicles,15000
841,USA,Historical,EV sales,Cars,BEV,2013,Vehicles,48000
842,USA,Historical,EV stock,Cars,BEV,2013,Vehicles,76000
843,USA,Historical,EV stock,Cars,BEV,2014,Vehicles,140000
844,USA,Historical,EV sales,Cars,BEV,2014,Vehicles,63000
845,USA,Historical,EV stock,Cars,BEV,2015,Vehicles,210000
846,USA,Historical,EV sales,Cars,BEV,2015,Vehicles,71000
847,USA,Historical,EV stock,Cars,BEV,2016,Vehicles,300000
848,USA,Historical,EV sales,Cars,BEV,2016,Vehicles,87000
849,USA,Historical,EV sales,Cars,BEV,2017,Vehicles,100000
850,USA,Historical,EV stock,Cars,BEV,2017,Vehicles,400000
851,USA,Historical,EV stock,Cars,BEV,2018,Vehicles,640000
852,USA,Historical,EV sales,Cars,BEV,2018,Vehicles,240000
853,USA,Historical,EV sales,Cars,BEV,2019,Vehicles,240000
854,USA,Historical,EV stock,Cars,BEV,2019,Vehicles,880000
855,USA,Historical,EV stock,Cars,BEV,2020,Vehicles,1100000
856,USA,Historical,EV sales,Cars,BEV,2020,Vehicles,230000
857,USA,Historical,EV sales,Cars,BEV,2021,Vehicles,470000
858,USA,Historical,EV stock,Cars,BEV,2021,Vehicles,1500000
859,USA,Historical,EV stock,Cars,BEV,2022,Vehicles,2100000
860,USA,Historical,EV sales,Cars,BEV,2022,Vehicles,800000
861,World,Historical,EV stock,Cars,BEV,2010,Vehicles,17000
862,World,Historical,EV sales,Cars,BEV,2010,Vehicles,7200
863,World,Historical,EV sales,Cars,BEV,2011,Vehicles,39000
864,World,Historical,EV stock,Cars,BEV,2011,Vehicles,55000
865,World,Historical,EV stock,Cars,BEV,2012,Vehicles,120000
866,World,Historical,EV sales,Cars,BEV,2012,Vehicles,58000
867,World,Historical,EV sales,Cars,BEV,2013,Vehicles,110000
868,World,Historical,EV stock,Cars,BEV,2013,Vehicles,230000
869,World,Historical,EV stock,Cars,BEV,2014,Vehicles,410000
870,World,Historical,EV sales,Cars,BEV,2014,Vehicles,200000
871,World,Historical,EV sales,Cars,BEV,2015,Vehicles,330000
872,World,Historical,EV stock,Cars,BEV,2015,Vehicles,740000
873,World,Historical,EV stock,Cars,BEV,2016,Vehicles,1200000
874,World,Historical,EV sales,Cars,BEV,2016,Vehicles,460000
875,World,Historical,EV sales,Cars,BEV,2017,Vehicles,760000
876,World,Historical,EV stock,Cars,BEV,2017,Vehicles,1900000
877,World,Historical,EV stock,Cars,BEV,2018,Vehicles,3300000
878,World,Historical,EV sales,Cars,BEV,2018,Vehicles,1400000
879,World,Historical,EV sales,Cars,BEV,2019,Vehicles,1500000
880,World,Historical,EV stock,Cars,BEV,2019,Vehicles,4800000
881,World,Historical,EV stock,Cars,BEV,2020,Vehicles,6800000
882,World,Historical,EV sales,Cars,BEV,2020,Vehicles,2000000
883,World,Historical,EV sales,Cars,BEV,2021,Vehicles,4600000
884,World,Historical,EV stock,Cars,BEV,2021,Vehicles,11000000
885,World,Historical,EV stock,Cars,BEV,2022,Vehicles,18000000
886,World,Historical,EV sales,Cars,BEV,2022,Vehicles,7300000
