country_id,region,category,parameter,mode,powertrain,year,unit,value
402,Israel,Historical,EV sales,Cars,BEV,2016,Vehicles,5
403,Israel,Historical,EV stock,Cars,BEV,2016,Vehicles,1200
404,Israel,Historical,EV stock,Cars,BEV,2017,Vehicles,1400
405,Israel,Historical,EV sales,Cars,BEV,2017,Vehicles,130
406,Israel,Historical,EV sales,Cars,BEV,2018,Vehicles,130
407,Israel,Historical,EV stock,Cars,BEV,2018,Vehicles,1500
408,Israel,Historical,EV stock,Cars,BEV,2019,Vehicles,2200
409,Israel,Historical,EV sales,Cars,BEV,2019,Vehicles,850
410,Israel,Historical,EV sales,Cars,BEV,2020,Vehicles,1500
411,Israel,Historical,EV stock,Cars,BEV,2020,Vehicles,3800
412,Israel,Historical,EV stock,Cars,BEV,2021,Vehicles,15000
413,Israel,Historical,EV sales,Cars,BEV,2021,Vehicles,11000
414,Israel,Historical,EV sales,Cars,BEV,2022,Vehicles,27000
415,Israel,Historical,EV stock,Cars,BEV,2022,Vehicles,44000
416,Italy,Historical,EV stock,Cars,BEV,2010,Vehicles,650
417,Italy,Historical,EV sales,Cars,BEV,2010,Vehicles,40
418,Italy,Historical,EV sales,Cars,BEV,2011,Vehicles,110
419,Italy,Historical,EV stock,Cars,BEV,2011,Vehicles,760
420,Italy,Historical,EV stock,Cars,BEV,2012,Vehicles,1200
421,Italy,Historical,EV sales,Cars,BEV,2012,Vehicles,460
422,Italy,Historical,EV sales,Cars,BEV,2013,Vehicles,860
423,Italy,Historical,EV stock,Cars,BEV,2013,Vehicles,2000
424,Italy,Historical,EV stock,Cars,BEV,2014,Vehicles,3100
425,Italy,Historical,EV sales,Cars,BEV,2014,Vehicles,1000
426,Italy,Historical,EV sales,Cars,BEV,2015,Vehicles,1500
427,Italy,Historical,EV stock,Cars,BEV,2015,Vehicles,4400
428,Italy,Historical,EV stock,Cars,BEV,2016,Vehicles,5800
429,Italy,Historical,EV sales,Cars,BEV,2016,Vehicles,1400
430,Italy,Historical,EV sales,Cars,BEV,2017,Vehicles,2000
431,Italy,Historical,EV stock,Cars,BEV,2017,Vehicles,7800
432,Italy,Historical,EV stock,Cars,BEV,2018,Vehicles,13000
433,Italy,Historical,EV sales,Cars,BEV,2018,Vehicles,5000
434,Italy,Historical,EV sales,Cars,BEV,2019,Vehicles,11000
435,Italy,Historical,EV stock,Cars,BEV,2019,Vehicles,23000
436,Italy,Historical,EV stock,Cars,BEV,2020,Vehicles,55000
437,Italy,Historical,EV sales,Cars,BEV,2020,Vehicles,33000
438,Italy,Historical,EV sales,Cars,BEV,2021,Vehicles,67000
439,Italy,Historical,EV stock,Cars,BEV,2021,Vehicles,120000
440,Italy,Historical,EV stock,Cars,BEV,2022,Vehicles,170000
441,Italy,Historical,EV sales,Cars,BEV,2022,Vehicles,49000
442,Japan,Historical,EV sales,Cars,BEV,2010,Vehicles,2400
443,Japan,Historical,EV stock,Cars,BEV,2010,Vehicles,3500
444,Japan,Historical,EV stock,Cars,BEV,2011,Vehicles,16000
445,Japan,Historical,EV sales,Cars,BEV,2011,Vehicles,13000
446,Japan,Historical,EV sales,Cars,BEV,2012,Vehicles,13000
447,Japan,Historical,EV stock,Cars,BEV,2012,Vehicles,30000
448,Japan,Historical,EV stock,Cars,BEV,2013,Vehicles,44000
449,Japan,Historical,EV sales,Cars,BEV,2013,Vehicles,15000
450,Japan,Historical,EV sales,Cars,BEV,2014,Vehicles,16000
451,Japan,Historical,EV stock,Cars,BEV,2014,Vehicles,70000
452,Japan,Historical,EV stock,Cars,BEV,2015,Vehicles,79000
453,Japan,Historical,EV sales,Cars,BEV,2015,Vehicles,10000
454,Japan,Historical,EV sales,Cars,BEV,2016,Vehicles,15000
455,Japan,Historical,EV stock,Cars,BEV,2016,Vehicles,88000
456,Japan,Historical,EV stock,Cars,BEV,2017,Vehicles,100000
457,Japan,Historical,EV sales,Cars,BEV,2017,Vehicles,18000
458,Japan,Historical,EV sales,Cars,BEV,2018,Vehicles,27000
459,Japan,Historical,EV stock,Cars,BEV,2018,Vehicles,110000
460,Japan,Historical,EV stock,Cars,BEV,2019,Vehicles,120000
461,Japan,Historical,EV sales,Cars,BEV,2019,Vehicles,21000
462,Japan,Historical,EV sales,Cars,BEV,2020,Vehicles,15000
463,Japan,Historical,EV stock,Cars,BEV,2020,Vehicles,140000
464,Japan,Historical,EV stock,Cars,BEV,2021,Vehicles,160000
465,Japan,Historical,EV sales,Cars,BEV,2021,Vehicles,22000
466,Japan,Historical,EV sales,Cars,BEV,2022,Vehicles,61000
467,Japan,Historical,EV stock,Cars,BEV,2022,Vehicles,210000
468,Korea,Historical,EV sales,Cars,BEV,2010,Vehicles,61
469,Korea,Historical,EV stock,Cars,BEV,2010,Vehicles,61
470,Korea,Historical,EV stock,Cars,BEV,2011,Vehicles,340
471,Korea,Historical,EV sales,Cars,BEV,2011,Vehicles,270
472,Korea,Historical,EV sales,Cars,BEV,2012,Vehicles,510
473,Korea,Historical,EV stock,Cars,BEV,2012,Vehicles,850
474,Korea,Historical,EV stock,Cars,BEV,2013,Vehicles,1400
475,Korea,Historical,EV sales,Cars,BEV,2013,Vehicles,600
476,Korea,Historical,EV sales,Cars,BEV,2014,Vehicles,1300
477,Korea,Historical,EV stock,Cars,BEV,2014,Vehicles,2700
478,Korea,Historical,EV stock,Cars,BEV,2015,Vehicles,5800
479,Korea,Historical,EV sales,Cars,BEV,2015,Vehicles,3100
480,Korea,Historical,EV sales,Cars,BEV,2016,Vehicles,4700
481,Korea,Historical,EV stock,Cars,BEV,2016,Vehicles,10000
482,Korea,Historical,EV stock,Cars,BEV,2017,Vehicles,24000
483,Korea,Historical,EV sales,Cars,BEV,2017,Vehicles,14000
484,Korea,Historical,EV sales,Cars,BEV,2018,Vehicles,55000
485,Korea,Historical,EV stock,Cars,BEV,2018,Vehicles,55000
486,Korea,Historical,EV stock,Cars,BEV,2019,Vehicles,89000
487,Korea,Historical,EV sales,Cars,BEV,2019,Vehicles,33000
488,Korea,Historical,EV sales,Cars,BEV,2020,Vehicles,31000
489,Korea,Historical,EV stock,Cars,BEV,2020,Vehicles,120000
490,Korea,Historical,EV stock,Cars,BEV,2021,Vehicles,190000
491,Korea,Historical,EV sales,Cars,BEV,2021,Vehicles,72000
492,Korea,Historical,EV sales,Cars,BEV,2022,Vehicles,120000
493,Korea,Historical,EV stock,Cars,BEV,2022,Vehicles,300000
494,Mexico,Historical,EV stock,Cars,BEV,2011,Vehicles,3
495,Mexico,Historical,EV sales,Cars,BEV,2011,Vehicles,3
496,Mexico,Historical,EV sales,Cars,BEV,2012,Vehicles,88
497,Mexico,Historical,EV stock,Cars,BEV,2012,Vehicles,91
498,Mexico,Historical,EV stock,Cars,BEV,2013,Vehicles,100
499,Mexico,Historical,EV sales,Cars,BEV,2013,Vehicles,12
500,Mexico,Historical,EV sales,Cars,BEV,2014,Vehicles,48
501,Mexico,Historical,EV stock,Cars,BEV,2014,Vehicles,150
502,Mexico,Historical,EV stock,Cars,BEV,2015,Vehicles,240
503,Mexico,Historical,EV sales,Cars,BEV,2015,Vehicles,92
504,Mexico,Historical,EV sales,Cars,BEV,2016,Vehicles,250
505,Mexico,Historical,EV stock,Cars,BEV,2016,Vehicles,500
506,Mexico,Historical,EV stock,Cars,BEV,2017,Vehicles,730
507,Mexico,Historical,EV sales,Cars,BEV,2017,Vehicles,230
508,Mexico,Historical,EV sales,Cars,BEV,2018,Vehicles,200
509,Mexico,Historical,EV stock,Cars,BEV,2018,Vehicles,930
510,Mexico,Historical,EV stock,Cars,BEV,2019,Vehicles,1200
511,Mexico,Historical,EV sales,Cars,BEV,2019,Vehicles,290
512,Mexico,Historical,EV sales,Cars,BEV,2020,Vehicles,1800
513,Mexico,Historical,EV stock,Cars,BEV,2020,Vehicles,3100
514,Mexico,Historical,EV stock,Cars,BEV,2021,Vehicles,6100
515,Mexico,Historical,EV sales,Cars,BEV,2021,Vehicles,3000
516,Mexico,Historical,EV sales,Cars,BEV,2022,Vehicles,4400
517,Mexico,Historical,EV stock,Cars,BEV,2022,Vehicles,10000
518,Netherlands,Historical,EV stock,Cars,BEV,2010,Vehicles,270
519,Netherlands,Historical,EV sales,Cars,BEV,2010,Vehicles,120
520,Netherlands,Historical,EV sales,Cars,BEV,2011,Vehicles,860
521,Netherlands,Historical,EV stock,Cars,BEV,2011,Vehicles,1100
522,Netherlands,Historical,EV stock,Cars,BEV,2012,Vehicles,1900
523,Netherlands,Historical,EV sales,Cars,BEV,2012,Vehicles,790
524,Netherlands,Historical,EV sales,Cars,BEV,2013,Vehicles,2600
525,Netherlands,Historical,EV stock,Cars,BEV,2013,Vehicles,4200
526,Netherlands,Historical,EV stock,Cars,BEV,2014,Vehicles,6800
527,Netherlands,Historical,EV sales,Cars,BEV,2014,Vehicles,2700
528,Netherlands,Historical,EV sales,Cars,BEV,2015,Vehicles,3800
529,Netherlands,Historical,EV stock,Cars,BEV,2015,Vehicles,9400
530,Netherlands,Historical,EV stock,Cars,BEV,2016,Vehicles,13000
531,Netherlands,Historical,EV sales,Cars,BEV,2016,Vehicles,4100
532,Netherlands,Historical,EV sales,Cars,BEV,2017,Vehicles,9200
533,Netherlands,Historical,EV stock,Cars,BEV,2017,Vehicles,21000
534,Netherlands,Historical,EV stock,Cars,BEV,2018,Vehicles,45000
535,Netherlands,Historical,EV sales,Cars,BEV,2018,Vehicles,24000
536,Netherlands,Historical,EV sales,Cars,BEV,2019,Vehicles,62000
537,Netherlands,Historical,EV stock,Cars,BEV,2019,Vehicles,110000
538,Netherlands,Historical,EV stock,Cars,BEV,2020,Vehicles,180000
539,Netherlands,Historical,EV sales,Cars,BEV,2020,Vehicles,73000
540,Netherlands,Historical,EV sales,Cars,BEV,2021,Vehicles,64000
541,Netherlands,Historical,EV stock,Cars,BEV,2021,Vehicles,250000
542,Netherlands,Historical,EV stock,Cars,BEV,2022,Vehicles,340000
543,Netherlands,Historical,EV sales,Cars,BEV,2022,Vehicles,73000
544,New Zealand,Historical,EV stock,Cars,BEV,2010,Vehicles,14
545,New Zealand,Historical,EV sales,Cars,BEV,2010,Vehicles,10
546,New Zealand,Historical,EV sales,Cars,BEV,2011,Vehicles,13
547,New Zealand,Historical,EV stock,Cars,BEV,2011,Vehicles,27
548,New Zealand,Historical,EV stock,Cars,BEV,2012,Vehicles,49
549,New Zealand,Historical,EV sales,Cars,BEV,2012,Vehicles,22
550,New Zealand,Historical,EV sales,Cars,BEV,2013,Vehicles,30
551,New Zealand,Historical,EV stock,Cars,BEV,2013,Vehicles,79
552,New Zealand,Historical,EV stock,Cars,BEV,2014,Vehicles,190
553,New Zealand,Historical,EV sales,Cars,BEV,2014,Vehicles,110
554,New Zealand,Historical,EV sales,Cars,BEV,2015,Vehicles,300
555,New Zealand,Historical,EV stock,Cars,BEV,2015,Vehicles,490
556,New Zealand,Historical,EV stock,Cars,BEV,2016,Vehicles,1600
557,New Zealand,Historical,EV sales,Cars,BEV,2016,Vehicles,1200
558,New Zealand,Historical,EV sales,Cars,BEV,2017,Vehicles,2900
559,New Zealand,Historical,EV stock,Cars,BEV,2017,Vehicles,4600
560,New Zealand,Historical,EV stock,Cars,BEV,2018,Vehicles,8900
561,New Zealand,Historical,EV sales,Cars,BEV,2018,Vehicles,4400
562,New Zealand,Historical,EV sales,Cars,BEV,2019,Vehicles,5300
563,New Zealand,Historical,EV stock,Cars,BEV,2019,Vehicles,13000
564,New Zealand,Historical,EV stock,Cars,BEV,2020,Vehicles,17000
565,New Zealand,Historical,EV sales,Cars,BEV,2020,Vehicles,3900
566,New Zealand,Historical,EV sales,Cars,BEV,2021,Vehicles,6800
567,New Zealand,Historical,EV stock,Cars,BEV,2021,Vehicles,26000
568,New Zealand,Historical,EV stock,Cars,BEV,2022,Vehicles,46000
569,New Zealand,Historical,EV sales,Cars,BEV,2022,Vehicles,19000
570,Norway,Historical,EV stock,Cars,BEV,2010,Vehicles,2700
571,Norway,Historical,EV sales,Cars,BEV,2010,Vehicles,360
572,Norway,Historical,EV sales,Cars,BEV,2011,Vehicles,2000
573,Norway,Historical,EV stock,Cars,BEV,2011,Vehicles,3900
574,Norway,Historical,EV stock,Cars,BEV,2012,Vehicles,8000
575,Norway,Historical,EV sales,Cars,BEV,2012,Vehicles,3900
576,Norway,Historical,EV sales,Cars,BEV,2013,Vehicles,7900
577,Norway,Historical,EV stock,Cars,BEV,2013,Vehicles,15000
578,Norway,Historical,EV stock,Cars,BEV,2014,Vehicles,33000
579,Norway,Historical,EV sales,Cars,BEV,2014,Vehicles,20000
580,Norway,Historical,EV sales,Cars,BEV,2015,Vehicles,26000
581,Norway,Historical,EV stock,Cars,BEV,2015,Vehicles,59000
582,Norway,Historical,EV stock,Cars,BEV,2016,Vehicles,83000
583,Norway,Historical,EV sales,Cars,BEV,2016,Vehicles,24000
584,Norway,Historical,EV sales,Cars,BEV,2017,Vehicles,33000
585,Norway,Historical,EV stock,Cars,BEV,2017,Vehicles,120000
586,Norway,Historical,EV stock,Cars,BEV,2018,Vehicles,160000
587,Norway,Historical,EV sales,Cars,BEV,2018,Vehicles,46000
588,Norway,Historical,EV sales,Cars,BEV,2019,Vehicles,60000
589,Norway,Historical,EV stock,Cars,BEV,2019,Vehicles,220000
590,Norway,Historical,EV stock,Cars,BEV,2020,Vehicles,340000
591,Norway,Historical,EV sales,Cars,BEV,2020,Vehicles,77000
592,Norway,Historical,EV sales,Cars,BEV,2021,Vehicles,110000
593,Norway,Historical,EV stock,Cars,BEV,2021,Vehicles,450000
594,Norway,Historical,EV stock,Cars,BEV,2022,Vehicles,590000
595,Norway,Historical,EV sales,Cars,BEV,2022,Vehicles,150000
596,Other Europe,Historical,EV stock,Cars,BEV,2010,Vehicles,110
597,Other Europe,Historical,EV sales,Cars,BEV,2010,Vehicles,21
598,Other Europe,Historical,EV sales,Cars,BEV,2011,Vehicles,180
599,Other Europe,Historical,EV stock,Cars,BEV,2011,Vehicles,370
600,Other Europe,Historical,EV stock,Cars,BEV,2012,Vehicles,1500
601,Other Europe,Historical,EV sales,Cars,BEV,2012,Vehicles,750
602,Other Europe,Historical,EV sales,Cars,BEV,2013,Vehicles,220
603,Other Europe,Historical,EV stock,Cars,BEV,2013,Vehicles,2000
604,Other Europe,Historical,EV stock,Cars,BEV,2014,Vehicles,4000
605,Other Europe,Historical,EV sales,Cars,BEV,2014,Vehicles,1200
606,Other Europe,Historical,EV sales,Cars,BEV,2015,Vehicles,1300
607,Other Europe,Historical,EV stock,Cars,BEV,2015,Vehicles,5600
608,Other Europe,Historical,EV stock,Cars,BEV,2016,Vehicles,7600
609,Other Europe,Historical,EV sales,Cars,BEV,2016,Vehicles,1500
610,Other Europe,Historical,EV stock,Cars,BEV,2017,Vehicles,11000
611,Other Europe,Historical,EV sales,Cars,BEV,2017,Vehicles,3200
612,Other Europe,Historical,EV sales,Cars,BEV,2018,Vehicles,6300
613,Other Europe,Historical,EV stock,Cars,BEV,2018,Vehicles,18000
614,Other Europe,Historical,EV stock,Cars,BEV,2019,Vehicles,30000
615,Other Europe,Historical,EV sales,Cars,BEV,2019,Vehicles,11000
616,Other Europe,Historical,EV sales,Cars,BEV,2020,Vehicles,21000
617,Other Europe,Historical,EV stock,Cars,BEV,2020,Vehicles,50000
618,Other Europe,Historical,EV stock,Cars,BEV,2021,Vehicles,85000
619,Other Europe,Historical,EV sales,Cars,BEV,2021,Vehicles,35000
620,Other Europe,Historical,EV sales,Cars,BEV,2022,Vehicles,53000
621,Other Europe,Historical,EV stock,Cars,BEV,2022,Vehicles,160000
622,Poland,Historical,EV sales,Cars,BEV,2010,Vehicles,15
623,Poland,Historical,EV sales,Cars,BEV,2011,Vehicles,43
624,Poland,Historical,EV sales,Cars,BEV,2012,Vehicles,44
625,Poland,Historical,EV sales,Cars,BEV,2013,Vehicles,31
626,Poland,Historical,EV sales,Cars,BEV,2014,Vehicles,140
627,Poland,Historical,EV stock,Cars,BEV,2015,Vehicles,2500
628,Poland,Historical,EV sales,Cars,BEV,2015,Vehicles,70
629,Poland,Historical,EV sales,Cars,BEV,2016,Vehicles,110
630,Poland,Historical,EV stock,Cars,BEV,2016,Vehicles,2600
631,Poland,Historical,EV stock,Cars,BEV,2017,Vehicles,3100
632,Poland,Historical,EV sales,Cars,BEV,2017,Vehicles,440
633,Poland,Historical,EV sales,Cars,BEV,2018,Vehicles,620
634,Poland,Historical,EV stock,Cars,BEV,2018,Vehicles,3700
635,Poland,Historical,EV stock,Cars,BEV,2019,Vehicles,5200
636,Poland,Historical,EV sales,Cars,BEV,2019,Vehicles,1500
637,Poland,Historical,EV sales,Cars,BEV,2020,Vehicles,3700
638,Poland,Historical,EV stock,Cars,BEV,2020,Vehicles,8800
639,Poland,Historical,EV stock,Cars,BEV,2021,Vehicles,19000
640,Poland,Historical,EV sales,Cars,BEV,2021,Vehicles,7200
641,Poland,Historical,EV sales,Cars,BEV,2022,Vehicles,14000
642,Poland,Historical,EV stock,Cars,BEV,2022,Vehicles,31000
643,Portugal,Historical,EV sales,Cars,BEV,2010,Vehicles,720
644,Portugal,Historical,EV stock,Cars,BEV,2010,Vehicles,720
645,Portugal,Historical,EV stock,Cars,BEV,2011,Vehicles,910
646,Portugal,Historical,EV sales,Cars,BEV,2011,Vehicles,190
647,Portugal,Historical,EV sales,Cars,BEV,2012,Vehicles,52
648,Portugal,Historical,EV stock,Cars,BEV,2012,Vehicles,960
649,Portugal,Historical,EV stock,Cars,BEV,2013,Vehicles,1100
650,Portugal,Historical,EV sales,Cars,BEV,2013,Vehicles,170
651,Portugal,Historical,EV sales,Cars,BEV,2014,Vehicles,190
652,Portugal,Historical,EV stock,Cars,BEV,2014,Vehicles,1300
653,Portugal,Historical,EV stock,Cars,BEV,2015,Vehicles,2000
654,Portugal,Historical,EV sales,Cars,BEV,2015,Vehicles,640
655,Portugal,Historical,EV sales,Cars,BEV,2016,Vehicles,810
656,Portugal,Historical,EV stock,Cars,BEV,2016,Vehicles,2800
657,Portugal,Historical,EV stock,Cars,BEV,2017,Vehicles,4700
658,Portugal,Historical,EV sales,Cars,BEV,2017,Vehicles,1900
659,Portugal,Historical,EV sales,Cars,BEV,2018,Vehicles,4100
660,Portugal,Historical,EV stock,Cars,BEV,2018,Vehicles,8700
661,Portugal,Historical,EV stock,Cars,BEV,2019,Vehicles,16000
662,Portugal,Historical,EV sales,Cars,BEV,2019,Vehicles,6900
663,Portugal,Historical,EV sales,Cars,BEV,2020,Vehicles,7800
664,Portugal,Historical,EV stock,Cars,BEV,2020,Vehicles,23000
665,Portugal,Historical,EV stock,Cars,BEV,2021,Vehicles,37000
666,Portugal,Historical,EV sales,Cars,BEV,2021,Vehicles,13000
667,Portugal,Historical,EV sales,Cars,BEV,2022,Vehicles,18000
668,Portugal,Historical,EV stock,Cars,BEV,2022,Vehicles,54000
669,Rest of the world,Historical,EV sales,Cars,BEV,2011,Vehicles,42
670,Rest of the world,Historical,EV stock,Cars,BEV,2011,Vehicles,42
671,Rest of the world,Historical,EV stock,Cars,BEV,2012,Vehicles,320
672,Rest of the world,Historical,EV sales,Cars,BEV,2012,Vehicles,280
673,Rest of the world,Historical,EV sales,Cars,BEV,2013,Vehicles,140
674,Rest of the world,Historical,EV stock,Cars,BEV,2013,Vehicles,460
675,Rest of the world,Historical,EV stock,Cars,BEV,2014,Vehicles,570
676,Rest of the world,Historical,EV sales,Cars,BEV,2014,Vehicles,120
677,Rest of the world,Historical,EV sales,Cars,BEV,2015,Vehicles,3300
678,Rest of the world,Historical,EV stock,Cars,BEV,2015,Vehicles,3900
679,Rest of the world,Historical,EV stock,Cars,BEV,2016,Vehicles,4800
680,Rest of the world,Historical,EV sales,Cars,BEV,2016,Vehicles,890
681,Rest of the world,Historical,EV sales,Cars,BEV,2017,Vehicles,1700
682,Rest of the world,Historical,EV stock,Cars,BEV,2017,Vehicles,6500
683,Rest of the world,Historical,EV stock,Cars,BEV,2018,Vehicles,8100
684,Rest of the world,Historical,EV sales,Cars,BEV,2018,Vehicles,1600
685,Rest of the world,Historical,EV sales,Cars,BEV,2019,Vehicles,4000
686,Rest of the world,Historical,EV stock,Cars,BEV,2019,Vehicles,12000
687,Rest of the world,Historical,EV stock,Cars,BEV,2020,Vehicles,18000
688,Rest of the world,Historical,EV sales,Cars,BEV,2020,Vehicles,5700
689,Rest of the world,Historical,EV sales,Cars,BEV,2021,Vehicles,14000
690,Rest of the world,Historical,EV stock,Cars,BEV,2021,Vehicles,32000
691,Rest of the world,Historical,EV stock,Cars,BEV,2022,Vehicles,57000
692,Rest of the world,Historical,EV sales,Cars,BEV,2022,Vehicles,25000
693,South Africa,Historical,EV sales,Cars,BEV,2013,Vehicles,34
694,South Africa,Historical,EV stock,Cars,BEV,2013,Vehicles,34
695,South Africa,Historical,EV stock,Cars,BEV,2014,Vehicles,48
696,South Africa,Historical,EV sales,Cars,BEV,2014,Vehicles,14
697,South Africa,Historical,EV sales,Cars,BEV,2015,Vehicles,120
698,South Africa,Historical,EV stock,Cars,BEV,2015,Vehicles,160
699,South Africa,Historical,EV stock,Cars,BEV,2016,Vehicles,260
700,South Africa,Historical,EV sales,Cars,BEV,2016,Vehicles,100
701,South Africa,Historical,EV sales,Cars,BEV,2017,Vehicles,68
702,South Africa,Historical,EV stock,Cars,BEV,2017,Vehicles,330
703,South Africa,Historical,EV stock,Cars,BEV,2018,Vehicles,400
704,South Africa,Historical,EV sales,Cars,BEV,2018,Vehicles,66
705,South Africa,Historical,EV sales,Cars,BEV,2019,Vehicles,160
706,South Africa,Historical,EV stock,Cars,BEV,2019,Vehicles,560
707,South Africa,Historical,EV stock,Cars,BEV,2020,Vehicles,640
708,South Africa,Historical,EV sales,Cars,BEV,2020,Vehicles,92
709,South Africa,Historical,EV sales,Cars,BEV,2021,Vehicles,220
710,South Africa,Historical,EV stock,Cars,BEV,2021,Vehicles,860
711,South Africa,Historical,EV stock,Cars,BEV,2022,Vehicles,1400
712,South Africa,Historical,EV sales,Cars,BEV,2022,Vehicles,500
713,Spain,Historical,EV sales,Cars,BEV,2010,Vehicles,76
714,Spain,Historical,EV stock,Cars,BEV,2010,Vehicles,76
715,Spain,Historical,EV stock,Cars,BEV,2011,Vehicles,460
716,Spain,Historical,EV sales,Cars,BEV,2011,Vehicles,390
717,Spain,Historical,EV sales,Cars,BEV,2012,Vehicles,430
718,Spain,Historical,EV stock,Cars,BEV,2012,Vehicles,890
719,Spain,Historical,EV stock,Cars,BEV,2013,Vehicles,1700
720,Spain,Historical,EV sales,Cars,BEV,2013,Vehicles,810
721,Spain,Historical,EV sales,Cars,BEV,2014,Vehicles,1400
722,Spain,Historical,EV stock,Cars,BEV,2014,Vehicles,3100
723,Spain,Historical,EV stock,Cars,BEV,2015,Vehicles,4400
724,Spain,Historical,EV sales,Cars,BEV,2015,Vehicles,1300
725,Spain,Historical,EV sales,Cars,BEV,2016,Vehicles,2000
726,Spain,Historical,EV stock,Cars,BEV,2016,Vehicles,6500
727,Spain,Historical,EV stock,Cars,BEV,2017,Vehicles,10000
728,Spain,Historical,EV sales,Cars,BEV,2017,Vehicles,3900
729,Spain,Historical,EV sales,Cars,BEV,2018,Vehicles,6000
730,Spain,Historical,EV stock,Cars,BEV,2018,Vehicles,16000
731,Spain,Historical,EV stock,Cars,BEV,2019,Vehicles,26000
732,Spain,Historical,EV sales,Cars,BEV,2019,Vehicles,10000
733,Spain,Historical,EV sales,Cars,BEV,2020,Vehicles,18000
734,Spain,Historical,EV stock,Cars,BEV,2020,Vehicles,45000
735,Spain,Historical,EV stock,Cars,BEV,2021,Vehicles,69000
736,Spain,Historical,EV sales,Cars,BEV,2021,Vehicles,24000
737,Spain,Historical,EV sales,Cars,BEV,2022,Vehicles,33000
738,Spain,Historical,EV stock,Cars,BEV,2022,Vehicles,96000
739,Sweden,Historical,EV sales,Cars,BEV,2010,Vehicles,4
740,Sweden,Historical,EV stock,Cars,BEV,2010,Vehicles,4
741,Sweden,Historical,EV stock,Cars,BEV,2011,Vehicles,180
742,Sweden,Historical,EV sales,Cars,BEV,2011,Vehicles,180
743,Sweden,Historical,EV sales,Cars,BEV,2012,Vehicles,270
744,Sweden,Historical,EV stock,Cars,BEV,2012,Vehicles,600
745,Sweden,Historical,EV stock,Cars,BEV,2013,Vehicles,1000
746,Sweden,Historical,EV sales,Cars,BEV,2013,Vehicles,430
747,Sweden,Historical,EV sales,Cars,BEV,2014,Vehicles,1200
748,Sweden,Historical,EV stock,Cars,BEV,2014,Vehicles,2200
749,Sweden,Historical,EV stock,Cars,BEV,2015,Vehicles,4800
750,Sweden,Historical,EV sales,Cars,BEV,2015,Vehicles,3000
751,Sweden,Historical,EV stock,Cars,BEV,2016,Vehicles,7500
752,Sweden,Historical,EV sales,Cars,BEV,2016,Vehicles,2900
753,Sweden,Historical,EV sales,Cars,BEV,2017,Vehicles,4400
754,Sweden,Historical,EV stock,Cars,BEV,2017,Vehicles,11000
755,Sweden,Historical,EV stock,Cars,BEV,2018,Vehicles,17000
756,Sweden,Historical,EV sales,Cars,BEV,2018,Vehicles,7100
757,Sweden,Historical,EV sales,Cars,BEV,2019,Vehicles,16000
758,Sweden,Historical,EV stock,Cars,BEV,2019,Vehicles,30000
759,Sweden,Historical,EV stock,Cars,BEV,2020,Vehicles,56000
760,Sweden,Historical,EV sales,Cars,BEV,2020,Vehicles,28000
761,Sweden,Historical,EV sales,Cars,BEV,2021,Vehicles,57000
762,Sweden,Historical,EV stock,Cars,BEV,2021,Vehicles,110000
763,Sweden,Historical,EV stock,Cars,BEV,2022,Vehicles,200000
764,Sweden,Historical,EV sales,Cars,BEV,2022,Vehicles,96000
765,Switzerland,Historical,EV sales,Cars,BEV,2011,Vehicles,400
766,Switzerland,Historical,EV stock,Cars,BEV,2011,Vehicles,400
767,Switzerland,Historical,EV stock,Cars,BEV,2012,Vehicles,740
768,Switzerland,Historical,EV sales,Cars,BEV,2012,Vehicles,340
769,Switzerland,Historical,EV sales,Cars,BEV,2013,Vehicles,1200
770,Switzerland,Historical,EV stock,Cars,BEV,2013,Vehicles,1900
771,Switzerland,Historical,EV stock,Cars,BEV,2014,Vehicles,4600
772,Switzerland,Historical,EV sales,Cars,BEV,2014,Vehicles,2700
773,Switzerland,Historical,EV sales,Cars,BEV,2015,Vehicles,3300
774,Switzerland,Historical,EV stock,Cars,BEV,2015,Vehicles,7800
775,Switzerland,Historical,EV stock,Cars,BEV,2016,Vehicles,11000
776,Switzerland,Historical,EV sales,Cars,BEV,2016,Vehicles,3300
777,Switzerland,Historical,EV sales,Cars,BEV,2017,Vehicles,4800
778,Switzerland,Historical,EV stock,Cars,BEV,2017,Vehicles,16000
779,Switzerland,Historical,EV stock,Cars,BEV,2018,Vehicles,21000
780,Switzerland,Historical,EV sales,Cars,BEV,2018,Vehicles,5100
781,Switzerland,Historical,EV sales,Cars,BEV,2019,Vehicles,13000
782,Switzerland,Historical,EV stock,Cars,BEV,2019,Vehicles,34000
783,Switzerland,Historical,EV stock,Cars,BEV,2020,Vehicles,54000
784,Switzerland,Historical,EV sales,Cars,BEV,2020,Vehicles,20000
785,Switzerland,Historical,EV sales,Cars,BEV,2021,Vehicles,32000
786,Switzerland,Historical,EV stock,Cars,BEV,2021,Vehicles,86000
787,Switzerland,Historical,EV stock,Cars,BEV,2022,Vehicles,130000
788,Switzerland,Historical,EV sales,Cars,BEV,2022,Vehicles,40000
789,Turkiye,Historical,EV sales,Cars,BEV,2012,Vehicles,92
790,Turkiye,Historical,EV stock,Cars,BEV,2013,Vehicles,230
791,Turkiye,Historical,EV stock,Cars,BEV,2014,Vehicles,260
792,Turkiye,Historical,EV sales,Cars,BEV,2014,Vehicles,46
